0;Male;1;26.54;19.3712035762;17.9677414956;20;2;20 50 56 58 64;31.0
1;Male;0;26.62;21.879131965;19.4611773767;27;2;27 52 57 62 64;37.0
2;Female;1;27.13;32.8936110076;30.1946166952;25;2;25 24 51 56 58 64;46.0
3;Male;1;24.39;19.1227902532;17.7111043472;37;2;37 54 57 62 64;31.0
4;Female;0;24.47;29.3852746849;27.0834653553;26;2;26 27 52 57 62 64;46.0
5;Female;1;25.38;22.1793252933;20.3585511214;3;2;3 45 56 58 64;31.0
6;Male;0;23.3;17.5836149514;16.2034385877;22;2;22 51 56 58 64;31.0
7;Male;0;27.45;21.4618397072;19.4611773767;24;2;24 51 56 58 64;37.0
8;Male;1;23.3;19.1227902532;17.7111043472;28;2;28 52 57 62 64;31.0
9;Female;0;23.57;19.8006101481;18.2599359435;41;2;41 55 57 62 64;31.0
10;Female;1;22.32;21.8987731895;20.0296913258;21;2;21 51 56 58 64;31.0
11;Female;1;27.46;22.1793252933;20.3585511214;1;2;1 43 56 58 64;31.0
12;Female;1;21.0;32.4994799033;29.7071106806;26;2;26 27 52 57 62 64;46.0
13;Male;0;25.82;26.0003896999;24.7814116484;33;2;33 31 52 57 62 64;45.0
14;Female;1;23.63;21.8987731895;20.0296913258;22;2;22 51 56 58 64;31.0
15;Female;1;29.13;22.8936110076;21.0142888263;18;2;18 49 56 58 64;32.0
16;Female;0;19.84;23.5208111157;21.5356951886;27;2;27 52 57 62 64;37.0
17;Male;1;22.93;19.1227902532;17.7111043472;41;2;41 55 57 62 64;31.0
18;Female;0;27.46;20.0296913258;18.5328520907;20;2;20 50 56 58 64;31.0
19;Male;1;29.15;19.3712035762;17.9677414956;0;2;0 43 56 58 64;31.0
20;Female;1;27.46;32.1793252933;29.5388789902;23;2;23 24 51 56 58 64;45.0
21;Male;1;22.32;19.1227902532;17.7111043472;21;2;21 51 56 58 64;31.0
22;Male;0;28.61;26.1984721205;26.8622030991;30;2;30 27 52 57 62 64;45.0
23;Male;1;29.99;24.3712035762;22.605422655;13;2;13 14 48 56 58 64;39.0
24;Male;1;17.97;19.7419715802;18.0759852404;34;2;34 53 57 62 64;32.0
25;Male;1;27.41;19.3712035762;17.9677414956;41;2;41 55 57 62 64;31.0
26;Male;0;27.36;19.1589924706;18.5039941439;21;2;21 51 56 58 64;31.0
27;Female;1;22.29;27.5524834369;25.1909816483;35;2;35 37 54 57 62 64;39.0
28;Female;0;21.79;19.8006101481;18.2599359435;3;2;3 45 56 58 64;31.0
29;Female;0;18.45;25.4255730205;23.2798812351;9;2;9 2 43 56 58 64;40.0
30;Male;1;23.43;21.5843287148;19.9968186329;12;2;12 47 56 58 64;35.0
31;Male;1;23.72;19.1227902532;17.7111043472;5;2;5 46 56 58 64;31.0
32;Male;1;28.61;19.9962035762;18.5474516405;32;2;32 53 57 62 64;32.0
33;Female;0;20.39;24.9124312344;22.9658182965;38;2;38 39 55 57 62 64;39.0
34;Male;0;26.62;23.402307747;21.9687074673;10;2;10 2 43 56 58 64;40.0
35;Male;1;18.74;25.3147269982;23.1607310031;16;2;16 15 49 56 58 64;41.0
36;Female;1;21.93;22.6054869704;20.6748526161;2;2;2 43 56 58 64;32.0
37;Female;0;23.78;19.8006101481;18.2599359435;3;2;3 45 56 58 64;31.0
38;Female;0;26.47;20.6748526161;19.129867016;15;2;15 49 56 58 64;32.0
39;Male;1;29.83;24.3712035762;22.605422655;4;2;4 5 46 56 58 64;39.0
40;Female;0;19.49;23.5208111157;21.5356951886;27;2;27 52 57 62 64;37.0
41;Male;1;27.41;19.3712035762;17.9677414956;28;2;28 52 57 62 64;31.0
42;Female;1;29.13;22.1793252933;20.3585511214;22;2;22 51 56 58 64;31.0
43;Male;1;27.12;19.3712035762;17.9677414956;22;2;22 51 56 58 64;31.0
44;Female;0;19.05;25.4255730205;23.2798812351;9;2;9 2 43 56 58 64;40.0
45;Male;0;28.73;27.6631626174;25.2308217412;30;2;30 27 52 57 62 64;45.0
46;Female;1;22.32;21.8987731895;20.0296913258;37;2;37 54 57 62 64;31.0
47;Male;0;23.01;24.8471070148;24.0810100549;33;2;33 31 52 57 62 64;45.0
48;Female;1;19.96;26.0000991916;23.595811711;27;2;27 52 57 62 64;37.0
49;Female;0;24.81;26.190386506;24.1422888847;16;2;16 15 49 56 58 64;41.0
50;Female;0;24.89;19.8006101481;18.2599359435;11;2;11 47 56 58 64;31.0
51;Male;0;27.11;19.1764292623;17.5553313101;32;2;32 53 57 62 64;32.0
52;Female;0;21.65;23.6344759628;21.7893477082;27;2;27 52 57 62 64;37.0
53;Male;0;24.27;22.4742368742;20.6484716545;4;2;4 5 46 56 58 64;39.0
54;Male;1;27.38;19.3712035762;17.9677414956;1;2;1 43 56 58 64;31.0
55;Female;0;29.16;30.9974332612;28.682105822;8;2;8 9 2 43 56 58 64;48.0
56;Female;1;24.95;21.8987731895;20.0296913258;5;2;5 46 56 58 64;31.0
57;Male;0;25.77;25.9430951562;25.7562841215;8;2;8 9 2 43 56 58 64;48.0
58;Male;0;29.52;26.1984721205;24.8630962828;23;2;23 24 51 56 58 64;45.0
59;Female;1;21.65;28.2591972178;25.8361429387;19;2;19 18 49 56 58 64;40.0
60;Female;1;23.15;21.8987731895;20.0296913258;37;2;37 54 57 62 64;31.0
61;Female;1;23.89;21.8987731895;20.0296913258;11;2;11 47 56 58 64;31.0
62;Male;0;26.55;23.8669262108;20.4547023382;31;2;31 52 57 62 64;37.0
63;Female;1;21.92;21.8987731895;20.0296913258;22;2;22 51 56 58 64;31.0
64;Female;0;24.61;19.8006101481;18.2599359435;14;2;14 48 56 58 64;31.0
65;Female;1;19.55;27.4036079635;24.8696970613;13;2;13 14 48 56 58 64;39.0
66;Female;1;24.67;22.6054869704;20.6748526161;2;2;2 43 56 58 64;32.0
67;Male;0;27.27;27.6855835779;26.1039130654;26;2;26 27 52 57 62 64;46.0
68;Female;1;21.76;27.5524834369;25.1909816483;38;2;38 39 55 57 62 64;39.0
69;Female;0;21.79;24.9124312344;22.9658182965;35;2;35 37 54 57 62 64;39.0
70;Female;1;19.57;33.7193974372;30.6021811377;7;2;7 10 2 43 56 58 64;48.0
71;Female;1;25.03;22.1793252933;20.3585511214;41;2;41 55 57 62 64;31.0
72;Female;1;25.4;22.1793252933;20.3585511214;37;2;37 54 57 62 64;31.0
73;Female;0;29.76;20.6748526161;19.129867016;15;2;15 49 56 58 64;32.0
74;Female;1;18.31;27.4036079635;24.8696970613;6;2;6 5 46 56 58 64;39.0
75;Male;1;27.9;24.9962035762;23.1851327999;19;2;19 18 49 56 58 64;40.0
76;Female;1;22.7;21.8987731895;20.0296913258;14;2;14 48 56 58 64;31.0
77;Female;0;28.36;25.1909816483;23.3089714937;35;2;35 37 54 57 62 64;39.0
78;Male;0;23.32;21.1899641577;18.9387327053;31;2;31 52 57 62 64;37.0
79;Male;1;21.92;19.7381748686;18.2825329186;15;2;15 49 56 58 64;32.0
80;Female;1;28.29;27.8936110076;25.6044527607;6;2;6 5 46 56 58 64;39.0
81;Female;1;19.37;22.4913272618;20.4110983352;18;2;18 49 56 58 64;32.0
82;Female;0;24.39;24.9124312344;22.9658182965;6;2;6 5 46 56 58 64;39.0
83;Male;0;25.85;27.6855835779;24.104806249;26;2;26 27 52 57 62 64;46.0
84;Male;1;22.43;25.2766364071;23.4253900615;16;2;16 15 49 56 58 64;41.0
85;Female;1;24.04;22.6054869704;20.6748526161;32;2;32 53 57 62 64;32.0
86;Female;1;25.6;28.6078967219;26.2601904656;17;2;17 18 49 56 58 64;40.0
87;Male;0;27.44;26.5234934488;24.9537820942;23;2;23 24 51 56 58 64;45.0
88;Female;1;26.74;22.1793252933;20.3585511214;28;2;28 52 57 62 64;31.0
89;Male;1;24.81;25.2766364071;23.4253900615;16;2;16 15 49 56 58 64;41.0
90;Female;0;23.42;25.5514088702;23.5540535906;17;2;17 18 49 56 58 64;40.0
91;Female;1;25.6;27.8936110076;25.6044527607;40;2;40 41 55 57 62 64;39.0
92;Female;1;25.7;28.6078967219;26.2601904656;9;2;9 2 43 56 58 64;40.0
93;Female;1;24.14;28.2591972178;25.8361429387;19;2;19 18 49 56 58 64;40.0
94;Male;1;27.36;19.3712035762;17.9677414956;41;2;41 55 57 62 64;31.0
95;Female;0;22.72;19.8006101481;18.2599359435;5;2;5 46 56 58 64;31.0
96;Male;1;28.29;24.3712035762;22.605422655;38;2;38 39 55 57 62 64;39.0
97;Female;0;25.72;25.1909816483;23.3089714937;6;2;6 5 46 56 58 64;39.0
98;Male;0;23.72;23.4901098901;21.5221865255;35;2;35 37 54 57 62 64;39.0
99;Female;1;26.63;34.3221824362;31.506092105;8;2;8 9 2 43 56 58 64;48.0
100;Female;0;25.06;20.0296913258;18.5328520907;22;2;22 51 56 58 64;31.0
101;Female;1;27.31;22.8936110076;21.0142888263;34;2;34 53 57 62 64;32.0
102;Male;0;28.29;18.6595004235;16.9295318071;2;2;2 43 56 58 64;32.0
103;Male;1;23.72;24.6612517917;22.8539614901;17;2;17 18 49 56 58 64;40.0
104;Female;1;23.78;28.2591972178;25.8361429387;19;2;19 18 49 56 58 64;40.0
105;Male;1;28.64;19.3712035762;17.9677414956;28;2;28 52 57 62 64;31.0
106;Female;0;22.32;19.8006101481;18.2599359435;39;2;39 55 57 62 64;31.0
107;Male;0;24.21;21.8756784434;20.7034385877;10;2;10 2 43 56 58 64;40.0
108;Female;0;23.05;19.8006101481;18.2599359435;1;2;1 43 56 58 64;31.0
109;Male;0;28.34;22.7521622878;23.2801135469;35;2;35 37 54 57 62 64;39.0
110;Male;0;26.55;18.118959883;17.602118242;5;2;5 46 56 58 64;31.0
111;Male;0;25.21;19.6010871715;17.0161986541;15;2;15 49 56 58 64;32.0
112;Female;1;20.8;21.8987731895;20.0296913258;11;2;11 47 56 58 64;31.0
113;Male;0;24.34;23.4901098901;21.5221865255;4;2;4 5 46 56 58 64;39.0
114;Female;0;29.28;30.9974332612;28.682105822;8;2;8 9 2 43 56 58 64;48.0
115;Male;0;24.39;26.6901098901;24.5221865255;30;2;30 27 52 57 62 64;45.0
116;Male;0;24.39;18.2075702076;16.6446150583;21;2;21 51 56 58 64;31.0
117;Male;1;23.47;24.6612517917;22.8539614901;29;2;29 32 53 57 62 64;40.0
118;Female;0;28.36;20.6748526161;19.129867016;34;2;34 53 57 62 64;32.0
119;Female;0;26.06;20.6748526161;19.129867016;2;2;2 43 56 58 64;32.0
120;Male;0;25.06;24.2392737452;20.7040883197;29;2;29 32 53 57 62 64;40.0
121;Male;0;23.74;17.6090117768;18.0260431217;34;2;34 53 57 62 64;32.0
122;Female;1;19.19;26.0000991916;23.595811711;31;2;31 52 57 62 64;37.0
123;Male;0;26.26;18.6309045529;18.5039941439;14;2;14 48 56 58 64;31.0
124;Male;1;22.43;19.1227902532;17.7111043472;14;2;14 48 56 58 64;31.0
125;Female;1;21.92;27.5524834369;25.1909816483;6;2;6 5 46 56 58 64;39.0
126;Female;1;22.29;21.8987731895;20.0296913258;5;2;5 46 56 58 64;31.0
127;Female;0;23.63;28.7462970491;26.4952300612;33;2;33 31 52 57 62 64;45.0
128;Male;1;27.46;24.3712035762;22.605422655;13;2;13 14 48 56 58 64;39.0
129;Male;0;29.95;22.1418745808;21.8820406204;10;2;10 2 43 56 58 64;40.0
130;Male;0;29.51;28.2447516514;27.1982559276;8;2;8 9 2 43 56 58 64;48.0
131;Male;1;27.11;24.3712035762;22.605422655;38;2;38 39 55 57 62 64;39.0
